"","PSX.Open","PSX.High","PSX.Low","PSX.Close","PSX.Volume","PSX.Adjusted"
"2012-04-12",33.25,34.209999,32,34,654700,27.733498
"2012-04-13",34,37.450001,33.91,37,1685000,30.180573
"2012-04-16",37,37,35.990002,36.549999,550200,29.813503
"2012-04-17",36.400002,36.75,36,36,179600,29.364882
"2012-04-18",36,36.439999,34.5,36,207100,29.364882
"2012-04-19",36,37.220001,35.799999,36,598100,29.364882
"2012-04-20",36.099998,37,36.099998,36.32,149700,29.625895
"2012-04-23",36.240002,36.240002,35.419998,35.68,95700,29.103853
"2012-04-24",36,36,34.68,34.75,124500,28.345259
"2012-04-25",34.799999,35.5,34.5,34.75,266200,28.345259
"2012-04-26",34.610001,34.990002,34.439999,34.950001,183900,28.5084
"2012-04-27",35.25,35.25,33.970001,34.110001,536000,27.823225
"2012-04-30",34.34,34.900002,34,34.049999,4105700,27.774281
"2012-05-01",33.740002,34.099998,32.580002,32.759998,6878600,26.722036
"2012-05-02",32.599998,32.669998,31.629999,32,11287600,26.102114
"2012-05-03",31.93,31.98,31.049999,31.389999,11800000,25.604538
"2012-05-04",30.85,31.09,30.120001,30.16,10881000,24.60124
"2012-05-07",30.1,30.549999,29.25,29.35,12257200,23.940533
"2012-05-08",29.09,30.41,28.75,30.1,14601300,24.552305
"2012-05-09",29.809999,32.889999,29.73,32.490002,13990000,26.501808
"2012-05-10",33.049999,33.349998,31.52,32.48,8862000,26.493645
"2012-05-11",31.73,32.150002,31.4,31.83,4460100,25.963446
"2012-05-14",31.190001,31.58,30.77,31.32,6398200,25.547445
"2012-05-15",31.35,32.32,31.059999,31.67,6362800,25.832933
"2012-05-16",31.459999,32.389999,31.25,32.099998,6118600,26.18368
"2012-05-17",31.889999,32,31.200001,31.26,5850500,25.498503
"2012-05-18",31.43,31.690001,30.99,31.379999,7940800,25.596384
"2012-05-21",31.23,32.34,30.950001,32.189999,5480100,26.257093
"2012-05-22",31.879999,32.27,31.33,31.629999,5415000,25.800308
"2012-05-23",31.35,31.49,30.879999,31.41,5268900,25.620855
"2012-05-24",31.42,31.440001,30.75,31.129999,4210400,25.392464
"2012-05-25",31.01,31.41,30.83,31.299999,3217900,25.531132
"2012-05-29",31.280001,31.719999,30.860001,31.01,3979600,25.294579
"2012-05-30",30.790001,30.83,30.18,30.440001,6000600,24.82963
"2012-05-31",30.26,30.35,29.719999,30.030001,8098000,24.495203
"2012-06-01",29.5,30.17,29.379999,29.92,5701700,24.405476
"2012-06-04",29.299999,30.190001,29.25,29.530001,4844900,24.087358
"2012-06-05",29.370001,30.1,29.32,29.9,4046500,24.38916
"2012-06-06",30.030001,32,29.82,31.530001,8609400,25.718744
"2012-06-07",32.07,32.75,31.74,31.83,7694300,25.963446
"2012-06-08",31.66,32.349998,31.51,32.119999,4302100,26.199995
"2012-06-11",32.450001,33.049999,32.23,32.599998,5999000,26.591526
"2012-06-12",32.560001,33.740002,32.490002,33.490002,6809900,27.317497
"2012-06-13",33.27,33.490002,32.540001,32.77,2876200,26.730202
"2012-06-14",32.77,33.639999,32.310001,33.529999,4460000,27.350117
"2012-06-15",33.599998,34.91,33.380001,34.900002,9892400,28.467625
"2012-06-18",34.380001,34.5,33.830002,33.860001,4254400,27.619295
"2012-06-19",34.060001,34.529999,33.73,33.860001,4873500,27.619295
"2012-06-20",33.790001,34.849998,33.48,34.66,4628400,28.271852
"2012-06-21",34.700001,34.759998,33.060001,33.48,3489900,27.309336
"2012-06-22",33.650002,34.709999,33.029999,34.16,4359500,27.864006
"2012-06-25",33.689999,33.689999,32.759998,32.869999,3518600,26.811762
"2012-06-26",32.810001,33.98,32.400002,32.580002,3274700,26.575212
"2012-06-27",32.610001,33.400002,31.42,31.889999,3615600,26.012386
"2012-06-28",31.540001,32.400002,31.290001,32.310001,3115900,26.354977
"2012-06-29",32.779999,33.380001,32.650002,33.240002,4599500,27.113575
"2012-07-02",33.59,34.32,33.369999,34,3868500,27.733498
"2012-07-03",34.02,34.630001,33.830002,34.240002,3647400,27.929262
"2012-07-05",33.830002,34.240002,33.540001,33.799999,2711300,27.570356
"2012-07-06",33.400002,33.68,32.919998,33.369999,1907800,27.219604
"2012-07-09",33.080002,33.759998,32.650002,33.25,2264600,27.121725
"2012-07-10",33.470001,33.470001,32.5,32.68,2972900,26.656784
"2012-07-11",32.66,33.639999,32.349998,33.48,2583000,27.309336
"2012-07-12",33.150002,33.189999,32.549999,33.009998,3505600,26.925959
"2012-07-13",33.610001,35.080002,33.509998,34.939999,4801300,28.500242
"2012-07-16",34.689999,36.119999,34.560001,36.099998,4895700,29.446451
"2012-07-17",36.16,36.799999,35.860001,36.689999,3604100,29.927698
"2012-07-18",36.650002,37.669998,36.59,37.099998,2839200,30.262135
"2012-07-19",36.919998,37,35.5,35.599998,3758600,29.195988
"2012-07-20",35.18,35.439999,34.91,35.32,3290000,28.966356
"2012-07-23",34.790001,35.279999,34.5,35.02,3245900,28.720325
"2012-07-24",35.25,35.419998,34.610001,35.23,2351600,28.892546
"2012-07-25",35.599998,35.889999,34.869999,35.400002,3551300,29.031965
"2012-07-26",35.759998,36.060001,35.59,35.959999,2951300,29.491236
"2012-07-27",36.23,36.91,35.900002,36.52,6158600,29.950497
"2012-07-30",36.860001,37.650002,36.830002,37.650002,2830300,30.877222
"2012-07-31",37.740002,38.360001,37.509998,37.599998,6958400,30.836222
"2012-08-01",39.080002,40.18,37.779999,38.27,6639700,31.385691
"2012-08-02",37.939999,39.07,37.84,38.299999,4434800,31.410295
"2012-08-03",38.599998,39.849998,38.599998,39.669998,4516000,32.53384
"2012-08-06",39.939999,40.349998,39.77,40.07,3405100,32.861885
"2012-08-07",40.389999,40.830002,39.59,39.77,4636800,32.615868
"2012-08-08",39.599998,40.200001,39.459999,40.150002,4002600,32.927505
"2012-08-09",39.900002,40.599998,39.880001,40.32,2888200,33.066921
"2012-08-10",40.259998,40.43,39.75,40,2107700,32.804485
"2012-08-13",39.860001,40.349998,39.77,40.150002,2213500,32.927505
"2012-08-14",40.189999,40.450001,39.799999,39.93,2533900,32.747078
"2012-08-15",40.540001,40.66,39.93,40.360001,4009400,33.099735
"2012-08-16",40.529999,41.259998,40.369999,41.18,3862100,33.772217
"2012-08-17",41.619999,42.93,41.470001,42.77,5536300,35.076199
"2012-08-20",42.869999,43.450001,42.75,43.07,3809500,35.322224
"2012-08-21",43.380001,43.380001,41.490002,41.549999,4469400,34.075668
"2012-08-22",41.360001,41.529999,40.419998,41.48,4384500,34.018242
"2012-08-23",41.48,41.630001,41.049999,41.330002,1996300,33.895237
"2012-08-24",41.150002,41.540001,40.740002,41.360001,2562300,33.919842
"2012-08-27",41.43,42.389999,40.970001,41.07,3779200,33.681999
"2012-08-28",40.900002,42.470001,40.900002,41.959999,3770300,34.411896
"2012-08-29",41.900002,42.389999,41.650002,41.98,2674300,34.428303
"2012-08-30",41.790001,42.700001,41.619999,42.48,2523800,34.838367
"2012-08-31",42.700001,43,41.099998,42,5791200,34.444717
"2012-09-04",42.07,42.450001,41.48,42.41,2620700,34.780956
"2012-09-05",42.490002,42.580002,41.43,41.740002,2881800,34.231476
"2012-09-06",42.16,43.740002,42.16,43.419998,4222200,35.609264
"2012-09-07",43.48,44.310001,43.360001,44.259998,3458100,36.298164
"2012-09-10",43.93,44.849998,43.93,44.540001,4417300,36.527802
"2012-09-11",44.639999,46.099998,44.459999,45.59,6304700,37.38892
"2012-09-12",46.139999,47.41,46.040001,46.279999,5269800,37.954788
"2012-09-13",46.299999,46.849998,45.369999,46.639999,5292000,38.250027
"2012-09-14",47.16,48.220001,46.009998,46.73,6718600,38.323849
"2012-09-17",46.169998,46.970001,46,46.139999,4833400,37.83997
"2012-09-18",45.529999,45.779999,44.439999,45.52,6108200,37.331509
"2012-09-19",45.529999,46.599998,45.509998,45.57,3505400,37.372513
"2012-09-20",45.389999,46.310001,45.169998,45.779999,3233500,37.544735
"2012-09-21",46.040001,47.09,46.040001,46.82,5960500,38.39764
"2012-09-24",46.689999,46.919998,46.259998,46.740002,2453800,38.332047
"2012-09-25",47,47.299999,45.959999,45.98,2912200,37.708759
"2012-09-26",45.689999,46.330002,45.23,45.529999,3626000,37.339706
"2012-09-27",45.799999,46.740002,45.68,46.529999,3180100,38.159817
"2012-09-28",46.43,46.529999,46.02,46.369999,3253700,38.028603
"2012-10-01",46.599998,47.02,46.259998,46.560001,2785500,38.184414
"2012-10-02",46.68,46.959999,46.27,46.419998,2911900,38.069603
"2012-10-03",46.27,46.41,45,45.16,5392000,37.036266
"2012-10-04",45.59,45.66,45.080002,45.389999,6196000,37.224892
"2012-10-05",45.869999,47.68,45.759998,46.02,7658200,37.741558
"2012-10-08",45.959999,46.57,45.560001,45.93,3414600,37.667751
"2012-10-09",46.16,46.75,46.060001,46.09,3667800,37.798962
"2012-10-10",46.02,46.330002,44.689999,45.150002,5564600,37.028061
"2012-10-11",45.380001,45.650002,44.57,44.599998,4600600,36.780655
"2012-10-12",44.330002,44.619999,42.450001,43.919998,6634300,36.219875
"2012-10-15",43.849998,44.43,43.41,44.380001,2722000,36.599224
"2012-10-16",44.77,46.790001,44.599998,46.490002,5742000,38.339302
"2012-10-17",46.549999,47.220001,46.310001,46.650002,2842000,38.471249
"2012-10-18",46.619999,46.630001,45.389999,45.560001,3402300,37.57235
"2012-10-19",45.529999,46.09,44.549999,44.639999,3002400,36.813648
"2012-10-22",44.73,45.73,44.73,45.580002,3421700,37.588844
"2012-10-23",44.91,45.080002,43.93,44.919998,4079100,37.044552
"2012-10-24",45,45.650002,44.66,44.779999,3478700,36.9291
"2012-10-25",45.139999,45.450001,44.549999,45.029999,2903900,37.135273
"2012-10-26",45.57,47.619999,44.82,47.5,6123800,39.17223
"2012-10-31",47.82,48.400002,46.639999,47.16,4791200,38.891838
"2012-11-01",47,47.650002,46.389999,47.380001,4291500,39.073261
"2012-11-02",48.009998,48.150002,46.07,46.209999,2826000,38.108383
"2012-11-05",46.23,47.900002,46.23,47.759998,3024100,39.386642
"2012-11-06",48,51,47.860001,50.040001,8220800,41.266914
"2012-11-07",49.23,50.080002,48.75,49.459999,6708500,40.788601
"2012-11-08",49.34,49.970001,48.939999,49,3699100,40.409256
"2012-11-09",48.110001,48.560001,47.169998,47.41,5424200,39.098015
"2012-11-12",47.43,48.110001,47.279999,47.349998,2699200,39.048523
"2012-11-13",47,47.759998,46.560001,46.860001,3129100,38.64444
"2012-11-14",47.169998,47.459999,45.709999,45.759998,3542400,37.737282
"2012-11-15",45.529999,46.189999,44.939999,45.34,3805000,37.390915
"2012-11-16",45.560001,45.919998,44.950001,45.77,4591900,37.745541
"2012-11-19",46.400002,48.25,46.380001,48.119999,4339700,39.683517
"2012-11-20",48.189999,49.07,47.869999,49.060001,3492900,40.458725
"2012-11-21",49.32,49.650002,48.84,49.389999,3805700,40.730869
"2012-11-23",49.580002,50,49.41,49.82,1698700,41.08548
"2012-11-26",49.549999,49.98,49.07,49.560001,2943300,40.871067
"2012-11-27",49.509998,50.419998,49.009998,50.060001,4638900,41.283409
"2012-11-28",49.66,51.27,49.25,51,5404800,42.058601
"2012-11-29",51.200001,51.66,50.830002,51.560001,3951100,42.52042
"2012-11-30",51.68,52.529999,51.450001,52.369999,5323100,43.1884
"2012-12-03",52.650002,52.759998,51.02,51.560001,5670000,42.52042
"2012-12-04",51.48,52.240002,51.48,51.560001,3726600,42.52042
"2012-12-05",51.450001,51.950001,50.27,50.689999,3332400,41.802948
"2012-12-06",50.689999,51.209999,50.299999,50.970001,3405700,42.033855
"2012-12-07",51.189999,52.75,51.060001,52.34,4854900,43.163673
"2012-12-10",52.209999,54.32,52.200001,53.580002,7741300,44.186272
"2012-12-11",53.720001,53.919998,52.73,53.040001,5205500,43.740952
"2012-12-12",53.330002,53.5,52.939999,53.049999,8427100,43.749187
"2012-12-13",52.599998,52.599998,51.240002,52.209999,7136600,43.056458
"2012-12-14",52,53.540001,51.799999,53.470001,5120800,44.095554
"2012-12-17",53.560001,53.860001,53.18,53.52,4292300,44.136791
"2012-12-18",53.439999,53.700001,53,53.169998,3922800,43.848148
"2012-12-19",53.279999,53.380001,51.84,52.5,6409900,43.295616
"2012-12-20",52.580002,52.720001,51.700001,52.419998,4391700,43.229637
"2012-12-21",51.709999,52.380001,51.330002,52.16,5053600,43.015221
"2012-12-24",52.220001,52.400002,51.900002,51.970001,975200,42.858543
"2012-12-26",52.16,52.619999,51.32,51.360001,2322700,42.355488
"2012-12-27",51.5,51.709999,50.400002,51.560001,2885400,42.52042
"2012-12-28",51.060001,51.5,50.52,50.57,2999100,41.703995
"2012-12-31",50.400002,53.220001,50.400002,53.099998,4233600,43.790424
"2013-01-02",54.25,55.310001,53.23,55.259998,5229900,45.571728
"2013-01-03",55.029999,55.169998,52.869999,53.189999,5291900,43.864647
"2013-01-04",53.119999,53.68,52.290001,53.139999,4161100,43.823418
"2013-01-07",52.48,52.48,50.77,51.360001,6884000,42.355488
"2013-01-08",51.200001,51.779999,51.080002,51.59,3575600,42.545158
"2013-01-09",51.560001,52.150002,51.02,51.32,4429800,42.322495
"2013-01-10",51.639999,51.84,51.220001,51.509998,3403400,42.479187
"2013-01-11",51.279999,51.700001,50.360001,50.580002,4615800,41.712231
"2013-01-14",50.669998,51.419998,50.119999,51.349998,5000100,42.347229
"2013-01-15",51.349998,52.330002,51.200001,52.240002,4499600,43.0812
"2013-01-16",52.130001,54.549999,52.07,54.52,8024800,44.96146
"2013-01-17",54.98,55.830002,54.189999,55.150002,5976600,45.481014
"2013-01-18",55.209999,55.740002,54.580002,55.07,5998800,45.415043
"2013-01-22",55.240002,55.240002,53.919998,54.610001,4462000,45.035683
"2013-01-23",54.720001,56.189999,54.200001,55.52,4293900,45.786148
"2013-01-24",55.5,56.950001,55.369999,56.119999,4702100,46.280949
"2013-01-25",56.5,56.889999,56.110001,56.810001,3612300,46.849987
"2013-01-28",57.09,57.68,56.5,57.09,4055400,47.080883
"2013-01-29",58,60.450001,57.959999,59.880001,8446300,49.381744
"2013-01-30",62.380001,62.91,60.650002,60.759998,7922300,50.10746
"2013-01-31",60.369999,61.049999,59.91,60.57,5450400,49.950775
"2013-02-01",62,63.25,61.220001,62.75,4709200,51.748581
"2013-02-04",62.130001,62.25,61.16,61.220001,3796500,50.48682
"2013-02-05",61.720001,61.98,60.98,61.009998,4578900,50.313633
"2013-02-06",60.790001,62.5,60.709999,61.720001,5068700,50.899151
"2013-02-07",61.880001,63.34,61,63.259998,4392600,52.169167
"2013-02-08",63.41,65.239998,63.220001,64.019997,4745800,52.79591
"2013-02-11",64,64.660004,63.720001,64.18,3097900,52.927864
"2013-02-12",64.620003,64.779999,63.779999,64.43,3702400,53.134037
"2013-02-13",64.5,64.5,63.849998,64.110001,2777100,52.87014
"2013-02-14",63.77,64.919998,63.75,64.830002,3560000,53.463909
"2013-02-15",64.550003,65.379997,63.529999,64.169998,3787800,52.919613
"2013-02-19",63.669998,64.879997,63.66,64.760002,3091700,53.667526
"2013-02-20",64.75,64.949997,62.540001,62.639999,4847000,51.910652
"2013-02-21",62.32,62.919998,61.220001,62.290001,5032600,51.620598
"2013-02-22",62.779999,64.120003,62.509998,64.110001,3049300,53.128864
"2013-02-25",64.489998,64.739998,61.310001,61.34,4294800,50.833332
"2013-02-26",61.48,61.689999,59.939999,61.23,4346900,50.742168
"2013-02-27",61.299999,63.119999,61,62.990002,2581500,52.20071
"2013-02-28",62.860001,64.269997,62,62.959999,4226400,52.17585
"2013-03-01",62.709999,63.93,62.189999,63.900002,3150000,52.954834
"2013-03-04",63.84,65.739998,63.540001,65.68,3758500,54.429951
"2013-03-05",66.040001,66.050003,64.519997,65.769997,3920300,54.504536
"2013-03-06",66,66.970001,65.400002,66.050003,2929700,54.73658
"2013-03-07",65.889999,66.120003,64.790001,65.870003,3429800,54.587406
"2013-03-08",66.080002,66.279999,65.599998,66.029999,4045300,54.720005
"2013-03-11",65.900002,66.080002,63.939999,65.690002,4966800,54.438236
"2013-03-12",65.660004,66.400002,65.209999,66.220001,4134600,54.877464
"2013-03-13",65.879997,66.040001,64.199997,64.550003,4784800,53.493507
"2013-03-14",64.959999,65.449997,64.290001,64.949997,3832700,53.824982
"2013-03-15",64.489998,65.239998,64.110001,64.150002,5979000,53.162018
"2013-03-18",63.32,65.290001,63.009998,65.029999,3643900,53.891281
"2013-03-19",64.879997,66.349998,64.660004,65.410004,4124400,54.206203
"2013-03-20",66,68.440002,65.949997,67.540001,5087500,55.971355
"2013-03-21",67,67.839996,66.110001,66.82,3394800,55.374683
"2013-03-22",66.970001,67.790001,66.839996,67.550003,2650400,55.97966
"2013-03-25",67.940002,68.699997,66.650002,66.860001,3905300,55.407825
"2013-03-26",66.980003,67.410004,66.370003,67.239998,3243600,55.722748
"2013-03-27",67.129997,68.290001,66.459999,68.269997,3920600,56.576317
"2013-03-28",68.379997,70.519997,67.959999,69.970001,6211100,57.985142
"2013-04-01",70,70.190002,68.730003,69.360001,3015200,57.479618
"2013-04-02",70.169998,70.199997,66.709999,66.839996,5679900,55.391254
"2013-04-03",66.839996,66.879997,61.470001,62.459999,14028500,51.761486
"2013-04-04",62.57,63.950001,61.939999,62.389999,6139100,51.703484
"2013-04-05",61.259998,62.970001,60.200001,62.310001,5289600,51.63718
"2013-04-08",62.290001,63.799999,61.900002,63.619999,3969300,52.72279
"2013-04-09",63.950001,65.230003,62.860001,64.660004,4291500,53.58466
"2013-04-10",64.779999,65.209999,63.049999,63.860001,6005500,52.921684
"2013-04-11",63.810001,63.860001,61.810001,62.009998,6204800,51.388565
"2013-04-12",61.369999,61.740002,59.07,60.669998,8305100,50.278091
"2013-04-15",59.18,59.990002,57.080002,57.52,7897200,47.667652
"2013-04-16",58.150002,59.32,57.77,59.279999,5644000,49.126171
"2013-04-17",58.549999,58.790001,57.16,57.990002,4602100,48.057137
"2013-04-18",57.919998,58.540001,56.130001,57.23,4270200,47.427319
"2013-04-19",58.139999,58.139999,56.459999,57.84,5045100,47.932835
"2013-04-22",58.119999,60.34,58.07,59.43,3659300,49.250484
"2013-04-23",59.59,61.419998,59.360001,61.150002,5318500,50.67588
"2013-04-24",61.41,63.049999,61.310001,61.82,4771700,51.231117
"2013-04-25",62.040001,63.09,61.779999,61.900002,4384100,51.297409
"2013-04-26",61.849998,62.080002,61.139999,61.599998,3034700,51.04879
"2013-04-29",61.970001,62.299999,61.48,61.799999,3444900,51.214539
"2013-04-30",61.93,62.200001,60.02,60.950001,5457000,50.510139
"2013-05-01",61.110001,61.939999,59.549999,59.669998,5678600,49.449375
"2013-05-02",60.07,60.68,59.16,60.299999,4212400,49.971466
"2013-05-03",60.799999,62.66,60.490002,62.18,4548900,51.529446
"2013-05-06",62.490002,64.239998,62.32,63.869999,3682400,52.929966
"2013-05-07",64.25,65.339996,64.019997,64.480003,4676600,53.435497
"2013-05-08",64.230003,64.470001,62.849998,63.41,3664300,52.548771
"2013-05-09",63.23,63.27,61.880001,62.130001,3436900,51.48801
"2013-05-10",61.73,62.200001,61,61.380001,5059200,50.866478
"2013-05-13",61.130001,62.279999,60.389999,61.970001,3829500,51.355427
"2013-05-14",62.060001,64.18,62,64.080002,6212800,53.104012
"2013-05-15",63.73,65.480003,63.73,64.949997,5621700,53.824982
"2013-05-16",64.709999,65.410004,63.720001,63.84,3994700,53.160889
"2013-05-17",64.199997,65.919998,64.18,65.459999,5521600,54.509895
"2013-05-20",65.32,66.849998,65.32,65.959999,4531600,54.926254
"2013-05-21",66.099998,66.709999,64.889999,65.419998,4505200,54.476593
"2013-05-22",65.300003,66.620003,64.800003,65.389999,4482700,54.451599
"2013-05-23",64.440002,65.559998,63.900002,65.25,2380300,54.335033
"2013-05-24",64.769997,65.5,63.799999,65.470001,2518400,54.518223
"2013-05-28",66.389999,66.980003,65.919998,66.519997,2792000,55.392586
"2013-05-29",66.209999,67.339996,65.650002,66.839996,3135200,55.65905
"2013-05-30",66.349998,67.110001,65.68,66.769997,2896400,55.600769
"2013-05-31",66.639999,67.889999,66.279999,66.57,3506400,55.434223
"2013-06-03",67.040001,67.089996,64.279999,66.080002,4022900,55.026196
"2013-06-04",65.800003,66.18,64.300003,65.18,2890200,54.276737
"2013-06-05",64.940002,65.349998,63.529999,63.610001,3064900,52.969368
"2013-06-06",63.68,65.150002,63.349998,65,2637300,54.126842
"2013-06-07",65.440002,66.199997,65.18,65.870003,2774600,54.851318
"2013-06-10",65.93,66.389999,65.010002,65.110001,2372500,54.218445
"2013-06-11",64.050003,64.730003,63.700001,63.959999,3202200,53.260822
"2013-06-12",64.879997,65.209999,63.18,63.310001,3967600,52.719551
"2013-06-13",63.09,64.82,62.369999,64.510002,3336300,53.718811
"2013-06-14",64.709999,64.970001,63.77,63.810001,1833900,53.135902
"2013-06-17",64.199997,64.690002,63.98,64.260002,3341200,53.510639
"2013-06-18",64.480003,65,64.25,64.389999,2336900,53.618893
"2013-06-19",64.269997,64.870003,63.509998,63.630001,3341500,52.986027
"2013-06-20",62.580002,62.689999,60.060001,60.389999,5087000,50.288002
"2013-06-21",61.02,61.23,58.060001,59.25,6354700,49.338699
"2013-06-24",58.459999,58.77,56.84,57.189999,4938400,47.623299
"2013-06-25",58.290001,59.709999,58.290001,59.41,3453600,49.471947
"2013-06-26",60.099998,60.959999,59.560001,59.720001,2706600,49.73008
"2013-06-27",60.32,60.41,58.450001,59.220001,3883300,49.313725
"2013-06-28",59.139999,59.75,58.77,58.91,3573800,49.055576
"2013-07-01",59.240002,60.240002,58.669998,58.900002,3486700,49.047253
"2013-07-02",58.849998,59.209999,56.610001,57.080002,4998500,47.531704
"2013-07-03",56.75,57.709999,54.799999,57.68,6190900,48.031342
"2013-07-05",57.84,57.889999,55.41,57.240002,3653200,47.664932
"2013-07-08",57.709999,59.169998,57.639999,58.75,3067800,48.922337
"2013-07-09",59.02,59.369999,58.41,58.509998,3271200,48.722488
"2013-07-10",58.41,58.630001,55.939999,56.09,5874000,46.70731
"2013-07-11",57.049999,57.900002,56.02,57.759998,5355200,48.097954
"2013-07-12",56.900002,59.639999,56.900002,59.09,6108800,49.20546
"2013-07-15",59.450001,59.849998,58.779999,59.23,4202400,49.322056
"2013-07-16",59.209999,59.419998,57.150002,57.639999,6289800,47.998028
"2013-07-17",57.82,58.419998,57.099998,58.040001,3527400,48.331108
"2013-07-18",58.189999,58.279999,56.709999,56.919998,4328100,47.39846
"2013-07-19",57.439999,57.830002,56.720001,57.490002,3960500,47.873116
"2013-07-22",57.880001,58.450001,57.18,57.959999,4093500,48.264496
"2013-07-23",58.470001,59.709999,58.349998,59.490002,3938200,49.538555
"2013-07-24",59.650002,59.650002,57.700001,58.84,4041900,48.997284
"2013-07-25",58.68,59.700001,58.240002,59.419998,4551000,49.480267
"2013-07-26",59.25,59.84,58.709999,59,2603600,49.130524
"2013-07-29",59,59.290001,58.57,58.959999,852400,49.09721
"2013-07-30",59.049999,59.25,57.91,58.470001,4076700,48.68919
"2013-07-31",57.32,61.970001,57.130001,61.5,8186700,51.212326
"2013-08-01",61.869999,61.91,60.32,60.52,3918500,50.396263
"2013-08-02",60.130001,60.130001,58.07,58.41,5612800,48.639217
"2013-08-05",58.279999,58.299999,57.299999,57.799999,4125100,48.13126
"2013-08-06",57.639999,59.150002,57.639999,58.310001,4863300,48.55595
"2013-08-07",58.240002,58.689999,57.560001,57.959999,3824100,48.264496
"2013-08-08",58.02,59.360001,57.900002,59,3254800,49.130524
"2013-08-09",59,59.310001,58.57,58.919998,3178500,49.063908
"2013-08-12",58.439999,58.98,57.720001,58.169998,3295100,48.439365
"2013-08-13",58.389999,59.189999,58,59.09,3180300,49.20546
"2013-08-14",59,59.18,58.380001,58.790001,2358500,49.215931
"2013-08-15",58.27,58.43,57.040001,57.150002,3495300,47.843014
"2013-08-16",56.889999,56.990002,56.07,56.299999,3478700,47.131439
"2013-08-19",56.279999,56.849998,55.25,55.34,3212100,46.32777
"2013-08-20",55.23,57.689999,54.900002,57.009998,3870800,47.725807
"2013-08-21",56.73,58.490002,56.299999,57.950001,3784200,48.512718
"2013-08-22",57.98,58.869999,57.52,58.110001,3009300,48.646679
"2013-08-23",58.450001,59.240002,57.939999,58.110001,2951800,48.646679
"2013-08-26",58.169998,59.09,57.880001,58.130001,2843800,48.663418
"2013-08-27",57.709999,58,57.09,57.099998,2979300,47.801151
"2013-08-28",57.200001,58.299999,57.200001,58.029999,2220300,48.579693
"2013-08-29",57.869999,58.470001,57.380001,57.720001,2119000,48.320198
"2013-08-30",57.950001,58.5,56.950001,57.099998,2661100,47.801151
"2013-09-03",57.759998,58.439999,57.330002,58.110001,3045700,48.646679
"2013-09-04",57.919998,59.32,57.580002,59.029999,4079400,49.416851
"2013-09-05",58.68,59.099998,57.790001,57.799999,3849800,48.387165
"2013-09-06",57.91,58.110001,56.900002,57.419998,2800400,48.069035
"2013-09-09",57.07,57.919998,57.02,57.470001,3102600,48.110893
"2013-09-10",57.439999,57.439999,56.68,56.790001,3476500,47.541641
"2013-09-11",56.830002,57.029999,56.060001,56.93,2597300,47.65884
"2013-09-12",56.990002,57.34,56.330002,56.450001,2662700,47.257008
"2013-09-13",56.639999,57.73,56.57,57.130001,2420800,47.826267
"2013-09-16",57.619999,57.700001,56.709999,56.830002,2521900,47.575123
"2013-09-17",56.709999,56.799999,55.810001,56.049999,3885000,46.92215
"2013-09-18",56.049999,57.5,56.02,57.25,3873300,47.926723
"2013-09-19",58.34,59.209999,57.900002,58.150002,4667700,48.680161
"2013-09-20",58.209999,59.299999,57.689999,57.93,4944400,48.495991
"2013-09-23",57.73,57.73,56.900002,57.41,3067700,48.060673
"2013-09-24",57.240002,58.549999,57.029999,57.77,3430500,48.362049
"2013-09-25",57.82,58.549999,57.529999,58.049999,3049500,48.596443
"2013-09-26",58.009998,59,58.009998,58.48,2709400,48.956417
"2013-09-27",58.099998,58.869999,58.099998,58.529999,3027700,48.998283
"2013-09-30",58.009998,58.09,56.880001,57.82,4407300,48.403904
"2013-10-01",57.650002,58.220001,57.189999,57.900002,2600600,48.470863
"2013-10-02",57.59,59.310001,57.330002,59.18,4150400,49.542419
"2013-10-03",58.860001,59.830002,58.599998,59.560001,4244400,49.860538
"2013-10-04",59,59.349998,58.389999,59.169998,3550700,49.534054
"2013-10-07",58.759998,58.900002,57.900002,57.900002,3345300,48.470863
"2013-10-08",57.919998,58.09,56.5,56.889999,4211400,47.625351
"2013-10-09",56.82,57.279999,56.509998,56.900002,3466300,47.633724
"2013-10-10",57.669998,58.790001,57.619999,58.57,4396700,49.031769
"2013-10-11",58.549999,60.810001,58.470001,59.93,5680300,50.170284
"2013-10-14",59.57,60.720001,59.25,60.48,2891900,50.630707
"2013-10-15",60.389999,60.849998,59.34,59.5,3602600,49.810307
