"","UA.Open","UA.High","UA.Low","UA.Close","UA.Volume","UA.Adjusted"
"2016-09-16",33.84,34.376999,33.529999,34.209999,1048100,34.209999
"2016-09-19",34.299999,34.419998,33.75,33.830002,833200,33.830002
"2016-09-20",33.900002,34.029999,33.400002,33.459999,755800,33.459999
"2016-09-21",33.610001,34.439999,33.400002,34.299999,560500,34.299999
"2016-09-22",34.490002,34.759998,34.330002,34.700001,500200,34.700001
"2016-09-23",34.759998,34.935001,34.258999,34.279999,454100,34.279999
"2016-09-26",34,34.049,33.450001,33.580002,462500,33.580002
"2016-09-27",33.450001,34.009998,33.16,33.970001,832700,33.970001
"2016-09-28",34.049999,34.630001,33.860001,34.369999,977300,34.369999
"2016-09-29",34.23,34.68,33.669998,33.68,457000,33.68
"2016-09-30",33.990002,34.16,33.640999,33.860001,814200,33.860001
"2016-10-03",33.630001,34.139999,33.48,34.049999,813700,34.049999
"2016-10-04",33.91,34.290001,33.490002,33.700001,957200,33.700001
"2016-10-05",33.709999,33.990002,33.34,33.380001,1140200,33.380001
"2016-10-06",33.240002,33.259998,32.627998,32.900002,587500,32.900002
"2016-10-07",33.009998,33.09,32.669998,32.849998,485300,32.849998
"2016-10-10",33.400002,33.488998,33.169998,33.27,621400,33.27
"2016-10-11",33.310001,33.849998,33.040001,33.209999,615800,33.209999
"2016-10-12",33.169998,33.990002,33.099998,33.759998,720600,33.759998
"2016-10-13",33.23,33.459999,32.779999,33.389999,588500,33.389999
"2016-10-14",33.990002,34.200001,33.509998,33.619999,543900,33.619999
"2016-10-17",33.5,33.619999,32.689999,32.759998,387900,32.759998
"2016-10-18",33.169998,33.450001,32.990002,33.310001,512800,33.310001
"2016-10-19",33.34,34.16,33.34,34.02,598500,34.02
"2016-10-20",33.830002,33.880001,33.290001,33.419998,925500,33.419998
"2016-10-21",33.150002,33.23,32.779999,32.959999,870800,32.959999
"2016-10-24",33.119999,33.400002,32.744999,32.900002,726300,32.900002
"2016-10-25",28.09,28.74,27.58,28.370001,6816100,28.370001
"2016-10-26",28.280001,28.370001,27.42,27.459999,6656900,27.459999
"2016-10-27",27.639999,27.690001,25.959999,26.49,3364600,26.49
"2016-10-28",26.639999,26.719999,25.91,25.91,2191800,25.91
"2016-10-31",25.889999,26.139999,25.530001,25.860001,1483200,25.860001
"2016-11-01",26.01,26.098,25.02,25.51,1917800,25.51
"2016-11-02",25.360001,26.09,25.18,25.35,1637800,25.35
"2016-11-03",25.309999,25.700001,24.93,25.299999,1557400,25.299999
"2016-11-04",25.219999,25.65,25.219999,25.610001,1293300,25.610001
"2016-11-07",25.98,26.15,25.82,25.940001,1151300,25.940001
"2016-11-08",25.98,26.120001,25.690001,26.09,764600,26.09
"2016-11-09",25.110001,26.15,24.629999,25.9,1353100,25.9
"2016-11-10",26.08,26.73,25.610001,25.610001,860900,25.610001
"2016-11-11",25.639999,26.129999,25.450001,25.610001,938800,25.610001
"2016-11-14",25.73,25.85,24.83,24.879999,1067000,24.879999
"2016-11-15",25.01,25.57,24.799999,25.360001,1148400,25.360001
"2016-11-16",25.280001,25.42,24.98,25.32,1322100,25.32
"2016-11-17",25.48,25.49,24.83,25.27,803400,25.27
"2016-11-18",25.23,25.23,23.565001,23.75,1803600,23.75
"2016-11-21",23.84,24.179001,23.799999,23.799999,1138400,23.799999
"2016-11-22",23.93,24.09,23.51,24.01,1845600,24.01
"2016-11-23",24.190001,24.23,23.721001,23.93,1308100,23.93
"2016-11-25",24.1,24.24,23.809999,24.139999,479100,24.139999
"2016-11-28",25.040001,26.629999,24.76,26.290001,7457400,26.290001
"2016-11-29",26.77,26.940001,25.639999,25.860001,3222300,25.860001
"2016-11-30",25.82,26.219999,25.66,25.780001,2199800,25.780001
"2016-12-01",25.98,26.52,25.139999,25.200001,1568200,25.200001
"2016-12-02",25.299999,25.32,24.58,24.77,1736100,24.77
"2016-12-05",24.969999,25.370001,24.9,25.059999,1713000,25.059999
"2016-12-06",25.450001,25.52,25.01,25.41,1202400,25.41
"2016-12-07",26.65,27.280001,26.02,27.030001,6521900,27.030001
"2016-12-08",28.1,28.85,27.440001,28.82,6932700,28.82
"2016-12-09",29.41,29.530001,28.280001,28.809999,4014100,28.809999
"2016-12-12",28.9,29.059999,27.5,27.610001,3197800,27.610001
"2016-12-13",27.700001,27.98,27.17,27.34,2908400,27.34
"2016-12-14",27.370001,27.4,26.440001,26.57,2829100,26.57
"2016-12-15",26.790001,26.790001,25.5,25.799999,3919200,25.799999
"2016-12-16",25.889999,26.16,25.450001,25.48,2928900,25.48
"2016-12-19",25.74,25.799999,25.26,25.370001,2733000,25.370001
"2016-12-20",25.48,25.92,25.469999,25.690001,3071400,25.690001
"2016-12-21",25.959999,26.110001,25.48,26.049999,3754500,26.049999
"2016-12-22",26.07,26.16,25.360001,25.48,2436300,25.48
"2016-12-23",25.629999,25.733,25.16,25.23,1441500,25.23
"2016-12-27",25.23,25.5,25.110001,25.18,1686100,25.18
"2016-12-28",25.219999,25.344999,24.860001,25.23,1636500,25.23
"2016-12-29",25.280001,25.360001,25.07,25.120001,1783600,25.120001
"2016-12-30",25.17,25.33,24.92,25.17,3574700,25.17
"2017-01-03",25.49,25.85,25.25,25.76,1996500,25.76
"2017-01-04",26,26.719999,25.93,26.57,2627000,26.57
"2017-01-05",26.450001,26.469999,26.030001,26.209999,2527900,26.209999
"2017-01-06",26.459999,27.07,26.41,27.040001,3766300,27.040001
"2017-01-09",27.469999,27.530001,26.844,27.02,2809700,27.02
"2017-01-10",27.120001,27.635,27.059999,27.32,1711300,27.32
"2017-01-11",27.450001,27.48,26.75,26.98,1777700,26.98
"2017-01-12",26.91,26.99,26.57,26.84,1295000,26.84
"2017-01-13",26.790001,26.92,26.118999,26.5,3140000,26.5
"2017-01-17",26.440001,26.469999,25.969999,26.200001,2419600,26.200001
"2017-01-18",26.23,26.25,25.25,25.35,2693700,25.35
"2017-01-19",25.6,25.74,24.9,25.26,3873100,25.26
"2017-01-20",25.48,25.540001,24.9,25.16,3215900,25.16
"2017-01-23",25.190001,25.190001,24.5,24.959999,3062100,24.959999
"2017-01-24",25,25.209999,24.91,25.120001,2384100,25.120001
"2017-01-25",25.440001,25.780001,25.4,25.690001,2130200,25.690001
"2017-01-26",25.780001,26.25,25.360001,25.5,1404800,25.5
"2017-01-27",25.5,25.639999,25.1,25.52,1903600,25.52
"2017-01-30",25.559999,25.59,24.825001,25.09,3275200,25.09
"2017-01-31",18.780001,20.08,18.52,19.219999,57001600,19.219999
"2017-02-01",19.5,19.559999,18.76,18.799999,14801100,18.799999
"2017-02-02",18.809999,18.809999,18.049999,18.120001,12632500,18.120001
"2017-02-03",18.25,18.299999,18.02,18.190001,6407900,18.190001
"2017-02-06",18.309999,18.4,18.1,18.139999,5216800,18.139999
"2017-02-07",18.139999,18.280001,17.77,17.790001,7803800,17.790001
"2017-02-08",17.799999,18.440001,17.799999,18.299999,6765500,18.299999
"2017-02-09",18.299999,19.33,18.299999,19.299999,9278100,19.299999
"2017-02-10",19.559999,19.559999,18.860001,19.040001,6249300,19.040001
"2017-02-13",19.25,19.261999,18.530001,18.65,4709900,18.65
"2017-02-14",18.860001,19.48,18.85,19.41,6239900,19.41
"2017-02-15",19.35,19.91,19.16,19.860001,7106600,19.860001
"2017-02-16",19.940001,19.98,19.450001,19.629999,4232700,19.629999
"2017-02-17",19.6,19.895,19.5,19.75,4778800,19.75
"2017-02-21",19.809999,19.91,19.6,19.690001,2714300,19.690001
"2017-02-22",19.77,20.23,19.57,19.780001,3960700,19.780001
"2017-02-23",19.870001,19.870001,19.57,19.639999,3444400,19.639999
"2017-02-24",19.549999,19.879999,19.295,19.83,3527700,19.83
"2017-02-27",19.450001,19.52,19.18,19.280001,4606600,19.280001
"2017-02-28",19.280001,19.35,18.5,18.559999,4603900,18.559999
"2017-03-01",18.75,18.799999,18.42,18.58,3991300,18.58
"2017-03-02",18.59,19.030001,18.540001,18.959999,2785000,18.959999
"2017-03-03",18.98,19.024,18.528999,18.639999,2660400,18.639999
"2017-03-06",18.620001,18.639999,18.200001,18.309999,3002800,18.309999
"2017-03-07",18.25,18.27,17.82,18.110001,4527800,18.110001
"2017-03-08",18.1,18.15,17.735001,17.75,3671800,17.75
"2017-03-09",17.75,17.76,17.370001,17.690001,4011200,17.690001
"2017-03-10",17.75,18.238001,17.695,17.75,3194000,17.75
"2017-03-13",17.809999,17.879999,17.51,17.559999,3275200,17.559999
"2017-03-14",17.5,17.705,17.4,17.620001,2771200,17.620001
"2017-03-15",17.67,17.959999,17.52,17.83,2213700,17.83
"2017-03-16",17.83,18.34,17.67,18.17,2748000,18.17
"2017-03-17",18.27,18.290001,17.91,18.08,3859100,18.08
"2017-03-20",18.08,18.280001,17.879999,18.26,2103600,18.26
"2017-03-21",18.16,18.209999,17.27,17.52,4752800,17.52
"2017-03-22",17.24,17.530001,17.049999,17.51,3975700,17.51
"2017-03-23",17.469999,17.75,17.35,17.440001,2245100,17.440001
"2017-03-24",18.129999,18.525,17.98,18.16,6698200,18.16
"2017-03-27",18.059999,18.52,17.945,18.299999,3657000,18.299999
"2017-03-28",18.360001,18.57,18.25,18.49,2665100,18.49
"2017-03-29",18.43,19.049999,18.305,18.84,4788200,18.84
"2017-03-30",18.629999,18.74,18.34,18.370001,3348400,18.370001
"2017-03-31",18.4,18.559999,18.23,18.299999,2767100,18.299999
"2017-04-03",18.610001,18.629999,18.01,18.35,6418700,18.35
"2017-04-04",18.219999,18.25,17.879999,18.02,4668600,18.02
"2017-04-05",18.08,19.08,18.02,18.559999,7405700,18.559999
"2017-04-06",18.719999,19.379999,18.6,19.040001,5056800,19.040001
"2017-04-07",18.9,18.940001,18.33,18.43,4061400,18.43
"2017-04-10",18.42,18.450001,17.959999,18.190001,3626500,18.190001
"2017-04-11",18.190001,18.219999,17.77,18.040001,2568000,18.040001
"2017-04-12",17.99,18.094999,17.799999,17.860001,1984700,17.860001
"2017-04-13",17.860001,17.92,17.690001,17.76,1943400,17.76
"2017-04-17",17.809999,17.83,17.530001,17.790001,2748200,17.790001
"2017-04-18",17.73,17.799999,17.620001,17.76,1405100,17.76
"2017-04-19",17.809999,18.1,17.690001,17.93,1906300,17.93
"2017-04-20",17.969999,18.174999,17.799999,18.110001,2520300,18.110001
"2017-04-21",18.1,18.120001,17.52,17.530001,4000700,17.530001
"2017-04-24",17.76,17.959999,17.459999,17.93,4068300,17.93
"2017-04-25",17.959999,18.139999,17.83,17.969999,2877400,17.969999
"2017-04-26",18.049999,18.385,17.969999,18.139999,5079500,18.139999
"2017-04-27",19.120001,20,19,19.82,15165700,19.82
"2017-04-28",19.700001,19.75,19.35,19.41,4095800,19.41
"2017-05-01",19.389999,19.4,18.889999,19.02,4012500,19.02
"2017-05-02",19.23,19.23,18.58,18.73,4384000,18.73
"2017-05-03",18.799999,18.799999,18.42,18.690001,3467600,18.690001
"2017-05-04",18.58,18.885,18.42,18.809999,3110400,18.809999
"2017-05-05",18.92,19.1,18.780001,19.09,3039500,19.09
"2017-05-08",19.09,19.280001,18.860001,19.120001,3728900,19.120001
"2017-05-09",19.110001,19.959999,19.105,19.809999,3111800,19.809999
"2017-05-10",19.860001,19.940001,19.610001,19.65,2324900,19.65
"2017-05-11",19.75,19.799999,19,19.450001,3582500,19.450001
"2017-05-12",19.26,19.379999,18.82,18.9,3019400,18.9
"2017-05-15",18.9,19.190001,18.6,18.65,4381900,18.65
"2017-05-16",18.5,18.52,17.93,17.969999,6212900,17.969999
"2017-05-17",17.969999,18.02,17.610001,17.700001,4448200,17.700001
"2017-05-18",17.700001,17.870001,17.41,17.629999,3022100,17.629999
"2017-05-19",17.58,17.92,17.212999,17.860001,4110800,17.860001
"2017-05-22",17.860001,18.176001,17.77,17.92,2184600,17.92
"2017-05-23",18,18.209999,17.93,18.040001,2155300,18.040001
"2017-05-24",18.040001,18.18,17.98,18.110001,2309700,18.110001
"2017-05-25",18.200001,18.51,17.950001,18.01,2372600,18.01
"2017-05-26",18.049999,18.219999,17.860001,18.07,1572200,18.07
"2017-05-30",18.1,18.370001,17.91,18.01,2483600,18.01
"2017-05-31",18.02,18.030001,17.469999,17.83,3681000,17.83
"2017-06-01",17.9,18.48,17.790001,18.389999,3323900,18.389999
"2017-06-02",18.549999,18.934999,18.469999,18.719999,3452600,18.719999
"2017-06-05",18.709999,19.040001,18.441,18.950001,2386700,18.950001
"2017-06-06",18.870001,19.058001,18.540001,18.969999,2713500,18.969999
"2017-06-07",19.02,19.549999,19,19.219999,4888500,19.219999
"2017-06-08",19.219999,19.940001,19.219999,19.6,3481400,19.6
"2017-06-09",19.639999,20.299999,19.6,20.209999,3642200,20.209999
"2017-06-12",20.18,21.35,20.16,21.200001,5923200,21.200001
"2017-06-13",21.459999,21.805,20.870001,21.25,6620400,21.25
"2017-06-14",21.25,21.25,20.74,21.09,4181400,21.09
"2017-06-15",20.49,20.76,20.15,20.33,3978300,20.33
"2017-06-16",20.27,20.290001,19.24,19.68,4406700,19.68
"2017-06-19",19.690001,19.83,19.43,19.67,2350900,19.67
"2017-06-20",19.66,19.67,19,19.01,3297500,19.01
"2017-06-21",19.059999,19.09,18.52,18.75,4384200,18.75
"2017-06-22",18.799999,19.780001,18.688,19.24,2745500,19.24
"2017-06-23",19.24,19.684999,19.02,19.65,3008200,19.65
"2017-06-26",19.65,20.075001,19.59,19.92,2193100,19.92
"2017-06-27",19.969999,20.26,19.742001,19.9,2378900,19.9
"2017-06-28",20.01,20.48,19.959999,20,2460700,20
"2017-06-29",20.110001,20.4,19.65,19.799999,2721100,19.799999
"2017-06-30",20.030001,20.33,19.889999,20.16,2481800,20.16
"2017-07-03",20.24,20.6,20.200001,20.52,2086400,20.52
"2017-07-05",20.5,20.530001,20.219999,20.4,1932000,20.4
"2017-07-06",20.219999,20.25,19.02,19.1,3786200,19.1
"2017-07-07",19.1,19.41,18.879999,19.219999,2165300,19.219999
"2017-07-10",19.200001,19.226,18.709999,19.129999,2320100,19.129999
"2017-07-11",19.07,19.07,18.540001,18.92,2684900,18.92
"2017-07-12",19.030001,19.177999,18.549999,18.58,2675800,18.58
"2017-07-13",18.639999,18.959999,18.6,18.629999,2203100,18.629999
"2017-07-14",18.65,19.049999,18.629999,18.93,2970500,18.93
"2017-07-17",19,19.200001,18.719999,18.82,3057300,18.82
"2017-07-18",18.75,18.989,18.41,18.68,3522900,18.68
"2017-07-19",18.66,19.014999,18.66,18.91,1796500,18.91
"2017-07-20",19,19.392,18.986,19.049999,1883800,19.049999
"2017-07-21",18.98,19.200001,18.575001,18.84,3767700,18.84
"2017-07-24",18.6,18.76,18.23,18.26,8232800,18.26
"2017-07-25",18.07,18.4,18.049999,18.120001,4283000,18.120001
"2017-07-26",18.17,18.26,17.459999,17.549999,5822600,17.549999
"2017-07-27",17.620001,17.700001,17.17,17.370001,5227000,17.370001
"2017-07-28",17.360001,17.474001,17.209999,17.360001,2997300,17.360001
"2017-07-31",17.379999,18.5,17.379999,18.110001,6837400,18.110001
"2017-08-01",17.01,17.190001,16.15,16.23,23226800,16.23
"2017-08-02",16.190001,16.476999,16.02,16.469999,6117600,16.469999
"2017-08-03",16.469999,16.639999,16.26,16.34,5188600,16.34
"2017-08-04",16.459999,16.75,16.43,16.610001,4049100,16.610001
"2017-08-07",16.6,16.700001,16.43,16.629999,2947600,16.629999
"2017-08-08",16.709999,17.290001,16.709,17.209999,4376600,17.209999
"2017-08-09",17.02,17.42,17.02,17.17,2380000,17.17
"2017-08-10",16.959999,17,16.65,16.82,3543600,16.82
"2017-08-11",16.709999,17,16.690001,16.799999,1951000,16.799999
"2017-08-14",16.860001,17.129999,16.84,17.110001,2569900,17.110001
"2017-08-15",16.700001,16.855,16.35,16.66,6951200,16.66
"2017-08-16",16.719999,16.895,16.66,16.68,2565600,16.68
"2017-08-17",16.6,16.698999,16.280001,16.280001,3776000,16.280001
"2017-08-18",16.030001,16.1,15.54,15.64,5382600,15.64
"2017-08-21",15.6,15.615,15.1,15.15,5899100,15.15
"2017-08-22",15.2,15.485,15.12,15.42,2868900,15.42
"2017-08-23",15.34,15.64,15.34,15.55,1857200,15.55
"2017-08-24",15.66,15.93,15.561,15.73,2353800,15.73
"2017-08-25",15.83,15.96,15.74,15.94,2344700,15.94
"2017-08-28",15.9,15.94,15.71,15.78,2056700,15.78
"2017-08-29",15.5,15.6,15.05,15.34,4402200,15.34
"2017-08-30",15.35,15.45,15.15,15.18,3784400,15.18
"2017-08-31",15.21,15.32,15.085,15.1,3602300,15.1
"2017-09-01",15.23,15.51,14.98,15.39,3544200,15.39
"2017-09-05",15.26,15.81,15.21,15.62,2707200,15.62
"2017-09-06",15.68,15.96,15.68,15.8,2413600,15.8
"2017-09-07",15.86,16.02,15.83,15.98,2825200,15.98
"2017-09-08",15.98,16.299999,15.915,16.120001,2233800,16.120001
"2017-09-11",16.27,16.49,16.15,16.34,2825100,16.34
"2017-09-12",16.190001,16.26,15.815,16.25,3149200,16.25
"2017-09-13",16.290001,16.889999,16.139999,16.870001,3903800,16.870001
"2017-09-14",16.85,16.879999,16.290001,16.52,3727800,16.52
"2017-09-15",16.48,16.549999,16.325001,16.459999,3218000,16.459999
"2017-09-18",16.48,16.58,16.059999,16.139999,2505700,16.139999
"2017-09-19",15.87,15.93,15.58,15.7,4988200,15.7
"2017-09-20",15.7,15.7,15.095,15.24,4558300,15.24
"2017-09-21",15.27,15.27,15.08,15.13,2583600,15.13
"2017-09-22",15.06,15.28,15.031,15.04,2378100,15.04
"2017-09-25",15.17,15.65,15.17,15.39,3478200,15.39
"2017-09-26",15.45,15.52,15.1,15.14,3561400,15.14
"2017-09-27",15.12,15.14,14.8,15.06,5095000,15.06
"2017-09-28",15.03,15.15,14.95,15.07,2509800,15.07
"2017-09-29",15.09,15.17,14.96,15.02,4255800,15.02
"2017-10-02",15.07,15.09,14.83,15.08,3161200,15.08
"2017-10-03",15.1,15.34,15.03,15.26,2527300,15.26
"2017-10-04",15.25,15.375,15.02,15.03,2797800,15.03
"2017-10-05",15.05,15.19,14.84,15.03,3146700,15.03
"2017-10-06",15,15.6,15,15.46,4305300,15.46
"2017-10-09",15.45,15.48,15.07,15.3,2691900,15.3
"2017-10-10",15.38,15.69,15.31,15.51,2340300,15.51
"2017-10-11",15.45,15.45,15.1,15.15,2485300,15.15
"2017-10-12",15.05,15.255,14.88,15.22,2797300,15.22
"2017-10-13",15.22,15.345,14.85,14.95,3972200,14.95
"2017-10-16",14.85,15.11,14.846,14.98,2416300,14.98
"2017-10-17",14.97,15.18,14.85,15.11,2169200,15.11
"2017-10-18",15.13,15.21,14.94,14.98,2461900,14.98
"2017-10-19",14.92,15.15,14.9,15.02,2141500,15.02
"2017-10-20",15.12,16.02,15.11,15.91,6757900,15.91
"2017-10-23",15.81,15.94,15.19,15.22,5164700,15.22
"2017-10-24",15.27,15.27,14.77,14.83,5480900,14.83
"2017-10-25",14.79,14.84,14.29,14.65,5815300,14.65
"2017-10-26",14.6,14.825,14.42,14.65,5012000,14.65
"2017-10-27",14.61,14.68,14.3,14.4,5450600,14.4
"2017-10-30",14.17,14.87,14.11,14.74,8795600,14.74
"2017-10-31",13.02,13.36,11.4,11.53,36954000,11.53
"2017-11-01",11.46,11.82,10.91,11.29,21617500,11.29
"2017-11-02",11.23,11.42,10.42,10.84,18830900,10.84
"2017-11-03",10.93,10.95,10.54,10.59,8896400,10.59
"2017-11-06",10.5,11.03,10.36,10.97,8813200,10.97
"2017-11-07",11.1,11.22,10.67,10.74,7914200,10.74
"2017-11-08",10.73,10.87,10.525,10.83,5559900,10.83
"2017-11-09",10.86,11.24,10.73,10.99,8036500,10.99
"2017-11-10",11.01,11.4,10.95,11.37,7664600,11.37
"2017-11-13",11.35,11.52,10.91,10.95,6980000,10.95
"2017-11-14",10.95,11.06,10.74,10.92,3580100,10.92
"2017-11-15",10.8,11.34,10.7,11.11,4807200,11.11
"2017-11-16",11.11,11.3,10.89,11.28,3843700,11.28
"2017-11-17",11.5,11.88,11.38,11.73,7986400,11.73
"2017-11-20",11.75,12.08,11.72,12.07,6060200,12.07
"2017-11-21",12.1,12.17,11.31,11.36,10578500,11.36
"2017-11-22",11.34,11.775,11.245,11.67,3864500,11.67
"2017-11-24",11.71,11.75,11.53,11.59,2187900,11.59
"2017-11-27",11.62,11.72,11.27,11.35,3453600,11.35
"2017-11-28",11.35,11.56,11.25,11.51,2704000,11.51
"2017-11-29",11.57,12.25,11.56,12.18,5618700,12.18
"2017-11-30",12.18,12.42,11.84,11.93,4329900,11.93
"2017-12-01",11.9,11.905,11.53,11.73,4208100,11.73
"2017-12-04",11.85,12.09,11.84,11.98,3458200,11.98
"2017-12-05",12.02,12.08,11.663,11.72,3007100,11.72
"2017-12-06",11.65,11.71,11.368,11.55,3520600,11.55
"2017-12-07",11.57,12,11.56,11.93,3205500,11.93
"2017-12-08",11.95,12.29,11.78,12.19,3885300,12.19
"2017-12-11",12.2,12.228,11.93,12.18,3250700,12.18
"2017-12-12",12.18,12.42,12.08,12.38,3510200,12.38
"2017-12-13",12.44,12.48,12.2,12.36,2793200,12.36
"2017-12-14",12.38,12.545,12.21,12.45,2654300,12.45
"2017-12-15",12.83,13.93,12.8,13.62,18509400,13.62
"2017-12-18",13.91,14.33,13.41,14.24,10300800,14.24
"2017-12-19",14.3,14.36,14,14.1,4616900,14.1
"2017-12-20",14.04,14.14,13.585,13.72,5352000,13.72
"2017-12-21",13.77,13.97,13.59,13.95,6676900,13.95
"2017-12-22",13.81,13.92,13.465,13.8,6300600,13.8
"2017-12-26",13.73,14.1,13.66,14.07,3032600,14.07
"2017-12-27",14.1,14.561,14.05,14.23,5030000,14.23
"2017-12-28",14.22,14.27,14,14.14,4597300,14.14
"2017-12-29",14.07,14.14,13.295,13.32,6684100,13.32
"2018-01-02",13.45,14.01,13.23,13.97,6264800,13.97
"2018-01-03",13.97,14.47,13.97,14.4,4839600,14.4
"2018-01-04",14.44,14.79,14.28,14.75,6026600,14.75
"2018-01-05",14.75,15.69,14.71,14.73,9431300,14.73
"2018-01-08",14.69,15.139,14.64,14.78,4838100,14.78
"2018-01-09",14.16,14.62,13.97,14.1,8791400,14.1
"2018-01-10",13.85,14.05,13.67,13.94,5960100,13.94
"2018-01-11",13.95,14.49,13.82,14.13,6438800,14.13
"2018-01-12",14.21,14.39,13.9,14.14,4573900,14.14
"2018-01-16",13.74,13.88,12.3,12.48,14256800,12.48
"2018-01-17",12.57,12.66,12.27,12.39,6998600,12.39
"2018-01-18",12.33,12.39,12.16,12.37,6691100,12.37
"2018-01-19",12.4,12.98,12.397,12.85,6101600,12.85
"2018-01-22",12.85,13.28,12.67,13.28,4735100,13.28
"2018-01-23",13.36,13.75,13.29,13.59,4143900,13.59
"2018-01-24",13.61,13.76,13.23,13.61,3964500,13.61
"2018-01-25",13.73,13.73,13.14,13.31,3314300,13.31
"2018-01-26",13.3,13.42,13.15,13.27,2584600,13.27
"2018-01-29",13.15,13.415,13.15,13.18,3546200,13.18
"2018-01-30",13.08,13.2,12.77,12.99,3014000,12.99
"2018-01-31",13.02,13.05,12.75,12.85,3172900,12.85
"2018-02-01",12.67,12.91,12.51,12.7,2923800,12.7
"2018-02-02",12.64,12.765,12.3,12.41,2607800,12.41
"2018-02-05",12.25,12.54,11.86,11.87,3088100,11.87
"2018-02-06",11.65,12.12,11.41,12.05,6084600,12.05
"2018-02-07",12.08,12.53,12.05,12.15,3775200,12.15
"2018-02-08",12.14,12.25,11.7,11.95,3267700,11.95
"2018-02-09",12.08,12.63,11.92,12.46,5646200,12.46
"2018-02-12",12.61,13.43,12.6,13.18,8042800,13.18
"2018-02-13",14.55,15.65,14.49,15.29,20751100,15.29
"2018-02-14",15.13,16.33,14.45,16.139999,10617100,16.139999
